log_yy,log_number,log_sequence,issued_date,scope_of_work_desc,proposed_usc,bpr_use_desc,proposed_units,neighborhood,x_coordinate,y_coordinate,comments,existing_use_code,existing_use,current_units,application_received_date,multiple_use_code,bpr_multiple_use_desc,project_name,address,maplot,EE_year_issued,EE_housingtype,EE_housingmixtype,lat,lng
15,2362,1,6/15/15 0:00,New Row/Townhouse,1113,"Condo, Row or Townhouse",1,Cal Young Neighborhood Association,4243538,885041,"Single level, energy efficient, green home with 2 house party bearing wall with adjacent home.*GREEN PROJECT*",9100,Vacant Land,0,5/7/15 14:32,NA,NA,Westwood Cluster 2,2186 FAIRWAY LP,1.70329E+12,2015,Single Family Attached,Multi-family,44.0667844,-123.0791365
15,2364,1,6/15/15 0:00,New Row/Townhouse,1113,"Condo, Row or Townhouse",1,Cal Young Neighborhood Association,4243536,885118,"Single level, energy efficient, green home with 2 house party bearing wall with adjacent home.*GREEN BUILDING*",9100,Vacant Land,0,5/7/15 14:36,NA,NA,Westwood Cluster 2,2188 FAIRWAY LP,1.70329E+12,2015,Single Family Attached,Multi-family,44.0667844,-123.0791364
15,6413,1,11/3/15 0:00,Mfg Home Setup,1150,Mfg Home - Not in a Park,1,Far West Neighborhood Association,4232355,878071,"Install new manufactured dwelling on private lot(previous demo of SFD)",1111,Single Family Dwelling,0,10/21/15 11:02,NA,NA,NA,1222 GRANT ST,1.70436E+12,2015,Single Family Detached,Single Family,44.0462972,-123.120139
15,2411,1,7/15/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Unknown,NA,NA,Set-up 1995 Guerdon manufactured dwelling in space #5 at Hannah Del Estates,1400,Mfg Home Park or Court,1,5/22/15 13:04,NA,NA,Hannah Del Lot #6,2682 ATTICUS WAY,1.70412E+12,2015,Single Family Detached,Single Family,44.1026554,-123.1170447
15,7183,1,12/3/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Unknown,NA,NA,Set-up 1998 Redman manufactured dwelling on lot 10 (Hannah del Estates),1400,Mfg Home Park or Court,0,11/23/15 14:39,NA,NA,Hannah Del Lot 10,2670 ATTICUS WAY,1.70412E+12,2015,Single Family Detached,Single Family,44.102536,-123.1171347
15,6549,1,11/10/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Santa Clara Community Organization,4233800,898555,"Install manufactured home in park, with anchorage and hookups.",1400,Mfg Home Park or Court,0,10/28/15 8:10,NA,NA,Hannah Del Lot 12,2666 ATTICUS WAY,1.70412E+12,2015,Single Family Detached,Single Family,44.1024584,-123.1171326
15,5014,1,9/30/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Santa Clara Community Organization,4233552,897755,1995 Fleetwood manufactured dwelling - Space 40 - Hannah Del Estates,1400,Mfg Home Park or Court,0,8/25/15 14:53,NA,NA,Hannah Del Lot 40,"2510 JANELLE WAY, UNIT 40",1.70412E+12,2015,Single Family Detached,Single Family,44.1004479,-123.1178339
15,5015,1,9/11/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Unknown,NA,NA,1996 Redma manufactured dwelling - Space 42 - Hannah Del Estates,1400,Mfg Home Park or Court,1,8/25/15 15:52,NA,NA,Hannah Del Lot 42,"2516 JANELLE WAY, UNIT 42",1.70412E+12,2015,Single Family Detached,Single Family,44.1005088,-123.1178603
14,7227,1,1/5/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Active Bethel Citizens,4215514,891134,Manufactured home set up in a park,1400,Mfg Home Park or Court,0,12/15/14 16:35,NA,NA,NA,"1699 N TERRY ST, UNIT 76",1.70421E+12,2015,Single Family Detached,Single Family,44.0842922,-123.1878191
15,2060,1,5/8/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Active Bethel Citizens,4214520,895741,Mobile home installation in mobile home park at 2350 N. Terry Street Space #112,1400,Mfg Home Park or Court,0,4/23/15 16:32,NA,NA,NA,"2350 N TERRY ST, UNIT 112",1.70417E+12,2015,Single Family Detached,Single Family,44.0934651,-123.1903264
15,4880,1,8/25/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Northeast Neighbors,4240750,894857,Set up manufactured home,1400,Mfg Home Park or Court,0,8/19/15 13:21,NA,NA,NA,"1475 GREEN ACRES RD, UNIT 138",1.70318E+12,2015,Single Family Detached,Single Family,44.0943083,-123.0906196
15,4883,1,8/25/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,Northeast Neighbors,4240750,894857,Set up manufactured home,1400,Mfg Home Park or Court,0,8/19/15 13:28,NA,NA,NA,"1475 GREEN ACRES RD, UNIT 84",1.70318E+12,2015,Single Family Detached,Single Family,44.0943083,-123.0906196
15,6815,1,11/12/15 0:00,Mfg Home Setup,1400,Mfg Home Park or Court,1,West Eugene Community Organization,4221368,877479,"Mobile home set-up2015 Fleetwood 24x52'",1400,Mfg Home Park or Court,0,11/5/15 11:37,NA,NA,NA,"1415 S BERTELSEN RD, UNIT 72",1.70434E+12,2015,Single Family Detached,Single Family,44.0432355,-123.1607392
15,932,1,6/26/15 0:00,New Apt Bldg (3+ units) / Mixed Use,7424,Recreation Center-General,1,Northeast Neighbors,4246608,896141,Building - 31 - Type S - Community building with adjacent 3-bedroom unit (3077 & 3075 Matt Dr) This permit includes all sitework.,9100,Vacant Land,0,2/23/15 16:29,1132,Apartment  1-4 Units,Bascom Village II,3077 MATT DR,1.70317E+12,2015,Two to Four units,Multi-family,44.0968755,-123.0693274
15,1629,1,5/8/15 0:00,New Single Family Dwelling,1116,Secondary Dwelling Unit,1,River Road Community Organization,4232553,891942,800 sq. Secondary Dwelling Unit with 300 sq. Garage. on existing lot with home.,1111,Single Family Dwelling,1,4/1/15 16:38,NA,NA,NA,"1295 RIVER RD, UNIT A",1.70413E+12,2015,Single Family Detached,Single Family,44.084326,-123.121887
15,4689,1,9/21/15 0:00,Secondary Dwelling Unit,1116,Secondary Dwelling Unit,1,South University Neighborhood Association,4245323,873500,Secondary Dwelling Unit with attached garage.,1111,Single Family Dwelling,1,8/13/15 17:29,1111,Single Family Dwelling,1455 Garage/Studio,"2253 AGATE ALY, UNIT A",1.80305E+12,2015,Single Family Detached,Single Family,44.0350471,-123.0706553
14,7021,1,1/12/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224342,876959,New Single Family Dwelling with attached Garage.,NA,NA,0,12/8/14 9:51,NA,NA,1168ES Mascord,3780 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,2663,1,6/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Amazon Neighbors Association,4244585,872468,New single family dwelling with attached garage,1111,Single Family Dwelling,0,5/26/15 11:56,NA,NA,2510 Onyx St.,2512 ONYX ST,1.80305E+12,2015,Single Family Detached,Single Family,44.0321013,-123.0729908
15,1507,1,5/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4223996,868340,New single family dwelling with attached garage,9100,Vacant Land,0,4/3/15 13:53,NA,NA,3594 Summit Sky Blvd,3594 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.0189537,-123.1509823
14,5663,1,4/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224097,867764,"New single family dwelling with attached garageAssociated erosion prevention permit: 14-05666-01",9100,Vacant Land,0,9/30/14 11:39,NA,NA,Corbin 3 car P2441,3523 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.0173499,-123.1506375
14,7207,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237070,888511,New single family dwelling with attached garage.,9100,Vacant Land,0,12/15/14 10:34,NA,NA,Derbyshire,1226 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,7410,1,12/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4244406,899845,New single family dwelling with attached garage,9100,Vacant Land,0,12/4/15 15:48,NA,NA,Gansen Lot 20,2239 LATHEN WAY,1.70308E+12,2015,Single Family Detached,Single Family,,
15,2116,1,5/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Jefferson Westside Neighbors,4238184,877058,New Single Family Dwelling,9100,Vacant Land,0,4/28/15 15:13,NA,NA,Gardner,1413 LAWRENCE ST,1.70331E+12,2015,Single Family Detached,Single Family,44.0440164,-123.0984147
15,2988,1,6/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4215730,887193,New Single Family Residential - Habitat for Humanity,9100,Vacant Land,0,6/8/15 15:44,NA,NA,Habitat for Humanity,4966 ROYAL AVE,1.70428E+12,2015,Single Family Detached,Single Family,44.0699179,-123.1847638
15,1973,1,5/1/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231199,903439,New Single Family Dwelling with attached Garage - Habitat for Humanity House.,9100,Vacant Land,0,4/20/15 14:28,NA,NA,Habitat for Humanity House,3609 YOGI WAY,1.70401E+12,2015,Single Family Detached,Single Family,44.1157197,-123.1283539
15,494,1,4/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225097,895833,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,1/28/15 12:44,NA,NA,Kate,1930 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0944716,-123.1497924
15,1199,1,3/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4245986,895811,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,3/9/15 11:13,NA,NA,Linwood,3016 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,7312,1,12/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246300,895816,New single family dwelling with attached garage,9100,Vacant Land,0,12/1/15 12:18,NA,NA,Linwood,3051 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,696,1,3/3/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4246451,863376,"New Single Family Dwelling with attached Garage**Erosion Prevention Permit 15-00695-01",9100,Vacant Land,0,2/10/15 11:33,NA,NA,Lot 1,1865 E 43RD AVE,1.80316E+12,2015,Single Family Detached,Single Family,44.0071057,-123.0658263
15,4916,1,9/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246273,895925,New single family dwelling with attached garage,NA,NA,0,8/20/15 10:51,NA,NA,Lot 11 - Talent,3043 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,4915,1,9/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246188,895912,New single family dwelling with attached garage,NA,NA,0,8/20/15 10:47,NA,NA,Lot 14 - Talent,3035 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,4913,1,9/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246145,895914,New single family dwelling with attached garage,9100,Vacant Land,0,8/20/15 10:44,NA,NA,Lot 15 - Linwood,3033 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,889,1,4/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Unknown,NA,NA,New House Single Family Dwelling with attached Garage,9100,Vacant Land,0,2/20/15 10:29,NA,NA,Lot 7,2454 ROYALANN LN,1.80403E+12,2015,Single Family Detached,Single Family,44.03045,-123.1630085
15,890,1,4/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4220890,872619,New Single Family Dweliing with attached Garage.,9100,Vacant Land,0,2/20/15 10:32,NA,NA,Lot 8,2474 ROYALANN LN,1.80403E+12,2015,Single Family Detached,Single Family,44.0303232,-123.1631486
15,165,1,1/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237359,888512,New Single Family Dwelling with attached garage.,NA,NA,0,1/9/15 12:28,NA,NA,Madrone,940 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,4062,1,8/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231354,901535,New single family dwelling with attached garage,9100,Vacant Land,0,7/17/15 15:23,NA,NA,Meadowview,542 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
14,7260,1,1/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4211895,889986,New single family dwelling with attached garage,9100,Vacant Land,0,12/17/14 10:56,NA,NA,Metolius,5729 AVALON ALY,1.7042E+12,2015,Single Family Detached,Single Family,44.0774546,-123.2010356
15,2923,1,6/18/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237244,888511,New single family dwelling with attached garage,9100,Vacant Land,0,6/4/15 12:38,NA,NA,Metolius,924 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,4054,1,8/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246186,895807,New single family dwelling with attached garage,9100,Vacant Land,0,7/17/15 13:31,NA,NA,Metolius,3036 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0961839,-123.0696357
15,1518,1,4/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246107,895812,New single family dwelling   (Lot 26),9100,Vacant Land,0,3/26/15 11:04,NA,NA,Middleton,3032 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,6157,1,11/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246482,895801,New single family dwelling w/ attached garage,9100,Vacant Land,0,10/8/15 12:57,NA,NA,Middleton,3061 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,4162,1,8/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246147,895812,New single family dwelling with attached garage,9100,Vacant Land,0,7/22/15 15:40,NA,NA,"Middleton ""1""",3034 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,4755,1,10/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253592,871926,New single family dwelling with attached garage,9100,Vacant Land,0,8/14/15 11:26,NA,NA,Orchard,2635 CASCARA DR,1.80303E+12,2015,Single Family Detached,Single Family,44.0310577,-123.0392309
14,7083,1,1/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4227551,890377,New single family dwelling with attached garage,9100,Vacant Land,0,12/9/14 16:37,NA,NA,Parkland,791 ROSSMORE ST,1.70423E+12,2015,Single Family Detached,Single Family,44.079655,-123.1403786
15,558,1,3/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226992,890122,New Single Family Dwelling with Attached Garage.,9100,Vacant Land,0,2/2/15 9:15,NA,NA,Parkland,1158 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
14,5667,1,4/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224181,867744,"New single family dwelling with attached garageAssociated erosion prevention permit: 14-05668-01",9100,Vacant Land,0,9/30/14 12:31,NA,NA,Pinehurst 3 car C 2215,3515 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.0173047,-123.1502824
14,7133,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224394,876961,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,12/11/14 9:07,NA,NA,Redrock,3774 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,899,1,3/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224779,876950,New single family dwelling with attached garage,9100,Vacant Land,0,2/20/15 13:09,NA,NA,Redrock,3732 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,1043,1,3/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224829,876937,New single family dwelling with attached garage,9100,Vacant Land,0,3/2/15 11:07,NA,NA,Redrock,3726 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,7285,1,12/18/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225839,893326,New single family dwelling with attached garage,9100,Vacant Land,0,11/30/15 15:41,NA,NA,Redrock garage left,981 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
15,7205,1,12/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231287,901727,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,11/24/15 9:45,NA,NA,River Ridge,535 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,674,1,2/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226962,890165,New Single Family Dwelling with attached Garage - Lot 5,9100,Vacant Land,0,2/9/15 10:30,NA,NA,Rockwood,1164 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,2657,1,6/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246026,895812,New single family dwelling with attached garage,9100,Vacant Land,0,5/21/15 10:02,NA,NA,Rockwood,3024 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,2842,1,6/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246067,895814,New single family dwelling with attached garage,9100,Vacant Land,0,6/1/15 13:27,NA,NA,Rockwood,3030 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,5018,1,10/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4245835,861259,Gate code: #1218 New single family dwelling with attached garage,9100,Vacant Land,0,8/25/15 17:09,NA,NA,Rosenfelt Residence,4851 ELVA LN,1.80316E+12,2015,Single Family Detached,Single Family,,
14,7245,1,1/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224490,877107,New Single Family Home with Attached Garage,9100,Vacant Land,0,12/16/14 11:51,NA,NA,Seqouia,3767 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
14,7282,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224570,877110,New single family dwelling with attached garage (Seqouia Model),9100,Vacant Land,0,12/18/14 9:12,NA,NA,Seqouia,3759 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
14,7109,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224247,877081,New single family dwelling with attached garage (Sequoia Model),9100,Vacant Land,0,12/10/14 12:17,NA,NA,Sequoia,3793 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,132,1,1/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225548,904204,New single family dwelling with attached garage,9100,Vacant Land,0,1/8/15 9:18,NA,NA,Sequoia,3756 WOODVIEW AVE,1.70403E+12,2015,Single Family Detached,Single Family,44.1167848,-123.1491171
15,823,1,3/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225517,903913,New single family dwelling with attached garage,9100,Vacant Land,0,2/17/15 16:19,NA,NA,Sequoia,936 LEONARDS WAY,1.70403E+12,2015,Single Family Detached,Single Family,44.1167651,-123.1500765
15,1652,1,4/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4226133,903688,New single family dwelling with attached garage,9100,Vacant Land,0,4/2/15 14:19,NA,NA,Sequoia,3614 STARK ST,1.70402E+12,2015,Single Family Detached,Single Family,44.1161945,-123.1466796
15,7202,1,12/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226416,893299,New single family dwelling with attached garage,9100,Vacant Land,0,11/24/15 9:23,NA,NA,Sequoia,909 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
15,822,1,3/3/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225580,903913,New Single Family Dwelling with Attached Garage.,9100,Vacant Land,0,2/17/15 16:04,NA,NA,Shaniko,932 LEONARDS WAY,1.70403E+12,2015,Single Family Detached,Single Family,44.1167647,-123.1500511
15,257,1,1/30/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4212063,889830,New single family dwelling with attached garage,9100,Vacant Land,0,1/15/15 10:49,NA,NA,Stoneridge,1496 MCCARTY WAY,1.7042E+12,2015,Single Family Detached,Single Family,44.0770069,-123.19879
15,1085,1,3/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226960,890341,New single family dwelling with attached garage,9100,Vacant Land,0,3/4/15 0:00,NA,NA,Stoneridge,1188 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,7310,1,12/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246255,895821,New single family dwelling with attached garage,9100,Vacant Land,0,12/1/15 11:59,NA,NA,Talent,3049 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,220,1,1/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224304,877125,New single family dwelling with attached garage,9100,Vacant Land,0,1/13/15 12:23,NA,NA,Tamarack,3787 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,506,1,2/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224545,876966,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,1/28/15 0:00,NA,NA,Tamarack,3756 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,507,1,2/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224596,876967,New single family dwelling with attached garage,9100,Vacant Land,0,1/28/15 16:18,NA,NA,Tamarack,3750 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,1087,1,3/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224880,876928,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,3/3/15 11:56,NA,NA,Tamarack,3720 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,7073,1,12/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226038,893322,New single family dwelling with attached garage,9100,Vacant Land,0,11/17/15 14:56,NA,NA,Tamarack,957 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
14,7281,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224446,876965,New Single Family Home with attached Garage,9100,Vacant Land,0,12/18/14 9:05,NA,NA,Tamarack G R,3768 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,256,1,1/30/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4212222,889977,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,1/15/15 10:28,NA,NA,Teton,1799 ADELMAN LP,1.7042E+12,2015,Single Family Detached,Single Family,44.0769974,-123.1981673
15,1038,1,4/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4227150,890224,New single family dwelling with attached garage,9100,Vacant Land,0,3/2/15 9:34,NA,NA,TETON,1137 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,1089,1,4/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226960,890401,New single family dwelling with attached garage,9100,Vacant Land,0,3/4/15 0:00,NA,NA,Teton garage left,1196 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,3835,1,8/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4241877,869579,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,7/9/15 16:07,NA,NA,The Clearwater,3014 HUMMINGBIRD LN,1.80308E+12,2015,Single Family Detached,Single Family,44.023918,-123.0830275
15,691,1,2/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4245988,895918,New Single Family Dwelling with Attached Garage,9100,Vacant Land,0,2/10/15 10:07,NA,NA,The Middleton,3015 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,4563,1,8/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246098,895915,New single family dwelling with attached garage,9100,Vacant Land,0,8/7/15 12:32,NA,NA,The Middleton,3031 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0961045,-123.0699325
15,6958,1,12/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246543,895790,New single family dwelling w/attached garage,9100,Vacant Land,0,11/12/15 12:47,NA,NA,The Middleton,3067 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,531,1,2/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246058,895913,New Single Family Home with Attached Garage,9100,Vacant Land,0,1/30/15 9:32,NA,NA,The Rockwood,3029 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,6718,1,11/25/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237302,888624,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,11/2/15 13:55,NA,NA,The Shaniko,935 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,4143,1,8/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237066,888462,New Single Family Dwelling w/ Attached Garage,9100,Vacant Land,0,7/22/15 12:30,NA,NA,The Thornsby,1220 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,6717,1,11/25/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237358,888623,New Single Family Dwelling with Attached Garage.,9100,Vacant Land,0,11/2/15 13:48,NA,NA,The Thornsby,943 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
